date,symbol,open,high,low,close,volume
2024-07-24,NTC,196,195,161,168,8553
2024-07-25,NTC,161,116,153,153,9551
2024-07-26,NTC,107,181,144,178,10737
2024-07-29,NTC,174,145,175,182,6223
2024-07-30,NTC,127,110,179,189,5833
2024-07-31,NTC,143,117,187,148,9915
2024-08-01,NTC,163,174,155,200,2926
2024-08-02,NTC,135,207,174,137,3891
2024-08-05,NTC,192,171,122,201,5101
2024-08-06,NTC,112,111,124,145,6707
2024-08-07,NTC,150,209,174,183,1998
2024-08-08,NTC,167,125,163,173,4731
2024-08-09,NTC,171,147,179,143,8634
2024-08-12,NTC,145,209,128,117,6646
2024-08-13,NTC,180,151,128,159,5139
2024-08-14,NTC,183,175,91,108,9657
2024-08-15,NTC,117,142,120,164,6102
2024-08-16,NTC,118,135,110,195,10003
2024-08-19,NTC,108,178,144,184,7068
2024-08-20,NTC,195,155,98,176,6349
2024-08-21,NTC,179,135,134,125,8753
2024-08-22,NTC,158,203,108,165,3785
2024-08-23,NTC,153,110,91,120,9005
2024-08-26,NTC,165,166,159,201,8711
2024-08-27,NTC,192,121,151,117,6533
2024-08-28,NTC,123,148,113,198,5530
2024-08-29,NTC,121,185,184,186,8304
2024-08-30,NTC,165,146,132,164,2113
2024-09-02,NTC,162,123,112,132,4115
2024-09-03,NTC,172,173,185,105,7640
2024-09-04,NTC,150,127,120,188,10124
2024-09-05,NTC,102,115,131,203,5001
2024-09-06,NTC,192,161,156,132,10421
2024-09-09,NTC,116,149,166,132,5576
2024-09-10,NTC,108,113,174,161,5245
2024-09-11,NTC,123,164,150,172,7828
2024-09-12,NTC,117,111,111,165,9221
2024-09-13,NTC,175,202,163,109,1449
2024-09-16,NTC,155,208,162,160,1226
2024-09-17,NTC,193,142,115,161,7238
2024-09-18,NTC,129,161,145,110,6461
2024-09-19,NTC,170,126,169,164,4043
2024-09-20,NTC,100,193,182,200,9336
2024-09-23,NTC,137,142,134,175,3958
2024-09-24,NTC,136,132,94,196,1617
2024-09-25,NTC,157,181,184,197,6545
2024-09-26,NTC,171,119,162,164,3489
2024-09-27,NTC,133,135,99,200,2195
2024-09-30,NTC,101,161,133,155,5606
2024-10-01,NTC,176,168,95,152,8166
2024-10-02,NTC,197,168,181,159,4298
2024-10-03,NTC,179,154,135,140,8286
2024-10-04,NTC,106,187,151,114,10161
2024-10-07,NTC,171,163,119,182,6528
2024-10-08,NTC,142,122,124,170,3168
2024-10-09,NTC,139,150,133,196,6036
2024-10-10,NTC,197,186,166,137,9885
2024-10-11,NTC,140,158,189,163,3512
2024-10-14,NTC,153,166,140,138,1070
2024-10-15,NTC,163,209,140,181,8022
2024-10-16,NTC,115,186,161,166,6433
2024-10-17,NTC,132,176,90,200,8609
2024-10-18,NTC,155,203,144,121,7854
2024-10-21,NTC,127,141,157,152,6882
2024-10-22,NTC,169,140,140,186,10120
2024-10-23,NTC,118,163,134,140,5659
2024-10-24,NTC,176,146,134,184,1311
2024-10-25,NTC,163,153,110,173,6340
2024-10-28,NTC,107,118,129,148,8844
2024-10-29,NTC,119,206,145,116,7012
2024-10-30,NTC,150,176,139,112,1138
2024-10-31,NTC,128,170,171,167,5736
2024-11-01,NTC,158,132,140,201,6132
2024-11-04,NTC,138,192,127,113,3707
2024-11-05,NTC,172,207,139,158,4177
2024-11-06,NTC,132,169,183,160,7889
2024-11-07,NTC,170,186,166,204,9503
2024-11-08,NTC,181,173,142,111,3634
2024-11-11,NTC,193,174,145,183,1465
2024-11-12,NTC,119,175,187,137,5842
2024-11-13,NTC,115,157,189,176,7854
2024-11-14,NTC,179,182,110,166,10035
2024-11-15,NTC,156,131,141,178,10186
2024-11-18,NTC,176,200,163,124,6751
2024-11-19,NTC,162,145,128,188,9203
2024-11-20,NTC,194,110,117,199,5491
2024-11-21,NTC,188,133,147,194,9960
2024-11-22,NTC,187,117,106,122,8433
2024-11-25,NTC,174,137,183,151,3165
2024-11-26,NTC,152,135,141,129,5950
2024-11-27,NTC,198,172,101,145,3974
2024-11-28,NTC,199,176,122,179,10387
2024-11-29,NTC,196,145,106,107,7525
2024-12-02,NTC,140,197,152,200,3004
2024-12-03,NTC,179,121,155,133,2165
2024-12-04,NTC,146,125,122,131,3605
2024-12-05,NTC,174,166,109,150,4238
2024-12-06,NTC,183,161,120,132,2698
2024-12-09,NTC,106,127,145,129,8403
2024-12-10,NTC,132,114,178,116,10489
2024-12-11,NTC,147,119,182,117,10102
2024-12-12,NTC,169,164,188,189,2140
2024-12-13,NTC,123,149,120,170,6971
2024-12-16,NTC,126,192,112,126,8647
2024-12-17,NTC,100,166,104,190,4644
2024-12-18,NTC,151,163,150,130,7160
2024-12-19,NTC,180,119,189,200,9732
2024-12-20,NTC,156,196,179,116,7793
2024-12-23,NTC,152,166,133,174,8905
2024-12-24,NTC,151,187,94,173,6295
2024-12-25,NTC,147,111,186,141,2186
2024-12-26,NTC,135,198,186,153,3540
2024-12-27,NTC,157,182,163,201,9771
2024-12-30,NTC,145,167,160,156,1741
2024-12-31,NTC,197,203,112,142,3151
2025-01-01,NTC,106,116,186,179,8460
2025-01-02,NTC,197,119,177,162,6699
2025-01-03,NTC,158,204,182,170,9686
2025-01-06,NTC,193,176,139,118,7912
2025-01-07,NTC,116,161,140,152,7960
2025-01-08,NTC,143,161,116,202,8212
2025-01-09,NTC,189,160,113,111,10371
2025-01-10,NTC,141,122,107,158,6898
2025-01-13,NTC,134,168,144,170,10432
2025-01-14,NTC,187,139,163,105,3995
2025-01-15,NTC,117,148,140,119,4430
2025-01-16,NTC,174,131,125,195,3700
2025-01-17,NTC,111,154,157,105,9371
2025-01-20,NTC,138,174,121,150,1054
2025-01-21,NTC,118,192,152,195,6421
2025-01-22,NTC,155,117,112,203,10959
2025-01-23,NTC,198,141,179,151,2155
2025-01-24,NTC,198,128,95,163,2841
2025-01-27,NTC,119,126,123,200,1430
2025-01-28,NTC,144,208,124,151,1337
2025-01-29,NTC,198,164,119,156,6348
2025-01-30,NTC,118,190,154,198,9622
2025-01-31,NTC,117,165,172,142,6268
2025-02-03,NTC,146,168,91,131,3392
2025-02-04,NTC,134,122,104,139,1781
2025-02-05,NTC,158,117,109,132,4691
2025-02-06,NTC,101,193,128,170,3608
2025-02-07,NTC,152,144,94,122,1585
2025-02-10,NTC,172,179,147,203,6533
2025-02-11,NTC,100,139,176,156,4731
2025-02-12,NTC,149,176,106,131,1062
2025-02-13,NTC,114,146,129,139,1630
2025-02-14,NTC,153,193,129,166,8421
2025-02-17,NTC,104,121,138,160,6460
2025-02-18,NTC,154,180,120,134,8978
2025-02-19,NTC,175,203,96,186,10349
2025-02-20,NTC,185,141,92,200,3916
2025-02-21,NTC,191,159,120,107,1443
2025-02-24,NTC,158,150,137,120,3082
2025-02-25,NTC,162,121,103,163,7443
2025-02-26,NTC,131,145,104,160,4048
2025-02-27,NTC,141,177,182,173,1822
2025-02-28,NTC,128,164,186,171,9107
2025-03-03,NTC,136,154,142,177,4588
2025-03-04,NTC,120,190,100,151,1863
2025-03-05,NTC,178,181,128,159,3382
2025-03-06,NTC,126,161,139,141,5563
2025-03-07,NTC,118,202,100,134,5862
2025-03-10,NTC,158,186,155,168,3515
2025-03-11,NTC,198,176,142,128,3084
2025-03-12,NTC,175,131,176,121,2923
2025-03-13,NTC,125,121,100,155,5597
2025-03-14,NTC,187,114,178,162,7741
2025-03-17,NTC,194,134,114,127,2454
2025-03-18,NTC,176,147,118,198,5925
2025-03-19,NTC,133,133,135,148,8120
2025-03-20,NTC,160,192,145,159,3494
2025-03-21,NTC,185,204,90,107,4594
2025-03-24,NTC,123,174,156,119,9719
2025-03-25,NTC,101,184,156,130,5967
2025-03-26,NTC,186,127,157,175,4542
