date,symbol,open,high,low,close,volume
2024-11-20,NICL,187,146,147,176,9151
2024-11-21,NICL,112,197,108,179,1893
2024-11-22,NICL,193,154,149,200,5435
2024-11-25,NICL,104,163,101,167,1661
2024-11-26,NICL,163,116,124,121,8941
2024-11-27,NICL,120,187,112,152,4503
2024-11-28,NICL,199,148,169,201,8842
2024-11-29,NICL,176,135,159,182,6525
2024-12-02,NICL,195,114,114,167,1575
2024-12-03,NICL,140,195,102,142,7972
2024-12-04,NICL,183,203,105,126,8591
2024-12-05,NICL,162,118,100,111,2476
2024-12-06,NICL,176,207,167,185,2636
2024-12-09,NICL,140,199,101,180,10317
2024-12-10,NICL,170,186,116,136,8185
2024-12-11,NICL,182,194,124,194,7728
2024-12-12,NICL,161,119,136,143,10545
2024-12-13,NICL,184,162,186,172,10280
2024-12-16,NICL,137,185,152,160,3093
2024-12-17,NICL,156,206,115,163,4924
2024-12-18,NICL,143,166,176,120,4004
2024-12-19,NICL,149,186,150,178,5349
2024-12-20,NICL,164,183,136,148,8597
2024-12-23,NICL,191,150,117,129,2928
2024-12-24,NICL,130,165,171,134,9904
2024-12-25,NICL,131,127,172,129,8939
2024-12-26,NICL,198,153,179,200,8893
2024-12-27,NICL,141,180,148,106,2532
2024-12-30,NICL,186,149,129,158,8286
2024-12-31,NICL,139,136,157,117,4590
2025-01-01,NICL,167,177,162,129,3220
2025-01-02,NICL,185,171,107,128,9432
2025-01-03,NICL,178,140,105,144,5685
2025-01-06,NICL,195,125,171,151,9570
2025-01-07,NICL,145,113,188,150,3176
2025-01-08,NICL,100,132,136,170,10790
2025-01-09,NICL,174,163,166,195,8190
2025-01-10,NICL,111,161,114,151,8145
2025-01-13,NICL,115,175,164,108,8073
2025-01-14,NICL,147,204,143,202,7101
2025-01-15,NICL,175,158,130,126,5799
2025-01-16,NICL,161,135,119,123,2164
2025-01-17,NICL,110,126,186,109,5514
2025-01-20,NICL,143,115,169,147,6175
2025-01-21,NICL,138,196,133,154,3330
2025-01-22,NICL,153,140,132,160,5543
2025-01-23,NICL,155,197,128,120,9331
2025-01-24,NICL,192,207,92,193,1072
2025-01-27,NICL,148,209,187,110,6077
2025-01-28,NICL,186,164,159,190,3202
2025-01-29,NICL,165,119,187,171,8021
2025-01-30,NICL,110,141,128,116,9318
2025-01-31,NICL,140,160,161,115,4365
2025-02-03,NICL,195,169,133,128,5919
2025-02-04,NICL,186,207,146,126,8413
2025-02-05,NICL,154,122,169,166,2510
2025-02-06,NICL,192,183,181,180,8934
2025-02-07,NICL,190,111,104,139,1122
2025-02-10,NICL,162,154,100,151,1614
2025-02-11,NICL,120,192,134,149,4146
2025-02-12,NICL,139,185,172,126,1469
2025-02-13,NICL,172,194,164,190,3706
2025-02-14,NICL,151,205,157,161,1093
2025-02-17,NICL,142,190,177,189,6999
2025-02-18,NICL,180,111,102,138,3879
2025-02-19,NICL,122,116,122,128,10258
2025-02-20,NICL,157,113,125,114,6654
2025-02-21,NICL,128,201,163,125,2416
2025-02-24,NICL,196,169,123,194,1960
2025-02-25,NICL,159,118,143,143,9918
2025-02-26,NICL,102,122,137,161,4650
2025-02-27,NICL,120,201,153,111,8438
2025-02-28,NICL,135,172,156,155,6264
2025-03-03,NICL,116,122,172,170,10700
2025-03-04,NICL,163,127,121,203,10608
2025-03-05,NICL,142,206,140,147,6481
2025-03-06,NICL,115,113,126,188,2617
2025-03-07,NICL,155,172,169,140,6714
2025-03-10,NICL,158,118,111,195,7071
2025-03-11,NICL,129,188,153,134,5660
2025-03-12,NICL,104,149,113,109,1528
2025-03-13,NICL,141,187,109,123,6906
2025-03-14,NICL,167,111,169,125,8112
2025-03-17,NICL,127,159,116,200,3487
2025-03-18,NICL,181,119,103,196,8481
2025-03-19,NICL,141,148,125,166,4970
2025-03-20,NICL,139,127,189,107,6912
2025-03-21,NICL,111,166,123,114,3532
2025-03-24,NICL,111,189,154,176,3678
2025-03-25,NICL,187,114,182,110,6300
2025-03-26,NICL,188,184,125,150,5884
