date,symbol,open,high,low,close,volume
2024-11-14,NEPSE,182,159,95,167,7724
2024-11-15,NEPSE,172,198,139,163,4675
2024-11-18,NEPSE,112,144,152,120,10236
2024-11-19,NEPSE,185,163,181,166,8017
2024-11-20,NEPSE,132,177,184,157,1857
2024-11-21,NEPSE,192,157,98,157,7316
2024-11-22,NEPSE,185,132,153,127,7943
2024-11-25,NEPSE,160,112,94,172,8223
2024-11-26,NEPSE,119,200,95,185,6260
2024-11-27,NEPSE,134,209,138,119,1032
2024-11-28,NEPSE,130,114,141,105,8208
2024-11-29,NEPSE,189,123,107,162,8565
2024-12-02,NEPSE,106,186,170,109,9463
2024-12-03,NEPSE,149,137,121,168,8016
2024-12-04,NEPSE,177,165,143,175,3712
2024-12-05,NEPSE,124,178,170,138,8329
2024-12-06,NEPSE,115,141,120,111,4394
2024-12-09,NEPSE,112,161,140,196,1297
2024-12-10,NEPSE,100,116,181,197,1944
2024-12-11,NEPSE,138,148,133,183,6323
2024-12-12,NEPSE,194,110,177,126,3239
2024-12-13,NEPSE,128,154,185,123,6182
2024-12-16,NEPSE,196,170,144,182,8087
2024-12-17,NEPSE,126,176,129,168,3770
2024-12-18,NEPSE,106,139,145,148,3905
2024-12-19,NEPSE,165,166,110,143,7741
2024-12-20,NEPSE,100,115,136,141,8855
2024-12-23,NEPSE,158,163,186,153,2002
2024-12-24,NEPSE,157,128,147,167,10956
2024-12-25,NEPSE,136,137,188,159,8254
2024-12-26,NEPSE,160,133,127,167,2795
2024-12-27,NEPSE,147,205,124,133,5901
2024-12-30,NEPSE,131,131,149,154,5072
2024-12-31,NEPSE,173,142,181,191,4956
2025-01-01,NEPSE,176,154,131,186,4216
2025-01-02,NEPSE,153,128,151,187,4585
2025-01-03,NEPSE,117,147,90,180,2709
2025-01-06,NEPSE,170,154,152,122,7493
2025-01-07,NEPSE,158,203,127,201,2345
2025-01-08,NEPSE,110,125,183,114,7041
2025-01-09,NEPSE,149,121,171,128,6843
2025-01-10,NEPSE,145,156,160,204,9378
2025-01-13,NEPSE,104,209,160,181,4825
2025-01-14,NEPSE,173,121,186,147,6082
2025-01-15,NEPSE,165,146,185,116,3093
2025-01-16,NEPSE,112,180,176,154,6807
2025-01-17,NEPSE,158,125,110,189,4850
2025-01-20,NEPSE,126,159,151,192,6355
2025-01-21,NEPSE,158,179,184,192,6071
2025-01-22,NEPSE,101,121,139,180,8931
2025-01-23,NEPSE,162,165,167,157,3192
2025-01-24,NEPSE,171,207,92,131,6385
2025-01-27,NEPSE,143,135,114,156,7578
2025-01-28,NEPSE,175,133,124,156,3066
2025-01-29,NEPSE,138,189,101,190,5573
2025-01-30,NEPSE,147,184,115,189,1875
2025-01-31,NEPSE,132,152,100,121,10039
2025-02-03,NEPSE,124,120,127,195,3675
2025-02-04,NEPSE,182,132,152,194,7511
2025-02-05,NEPSE,116,161,172,183,9215
2025-02-06,NEPSE,147,144,134,114,8219
2025-02-07,NEPSE,139,141,122,167,10451
2025-02-10,NEPSE,129,125,118,116,6496
2025-02-11,NEPSE,185,171,137,129,6300
2025-02-12,NEPSE,112,186,128,146,2908
2025-02-13,NEPSE,122,152,153,142,10961
2025-02-14,NEPSE,124,124,170,197,4782
2025-02-17,NEPSE,102,115,130,157,1264
2025-02-18,NEPSE,119,154,94,141,9863
2025-02-19,NEPSE,195,159,126,186,6498
2025-02-20,NEPSE,154,151,119,180,9824
2025-02-21,NEPSE,160,192,169,141,10945
2025-02-24,NEPSE,182,189,136,191,6171
2025-02-25,NEPSE,150,161,107,115,9090
2025-02-26,NEPSE,184,203,166,131,10142
2025-02-27,NEPSE,152,126,154,191,7270
2025-02-28,NEPSE,106,170,176,125,6794
2025-03-03,NEPSE,184,139,168,125,10557
2025-03-04,NEPSE,183,129,120,123,2761
2025-03-05,NEPSE,199,140,143,139,7440
2025-03-06,NEPSE,144,167,145,165,9699
2025-03-07,NEPSE,158,190,164,121,5673
2025-03-10,NEPSE,140,165,143,114,9247
2025-03-11,NEPSE,170,145,152,163,3127
2025-03-12,NEPSE,135,168,105,119,3229
2025-03-13,NEPSE,182,112,127,187,6712
2025-03-14,NEPSE,168,167,102,201,2199
2025-03-17,NEPSE,140,167,115,154,6287
2025-03-18,NEPSE,156,136,140,109,10879
2025-03-19,NEPSE,154,187,146,154,7971
2025-03-20,NEPSE,189,122,100,137,9541
2025-03-21,NEPSE,133,184,126,144,6303
2025-03-24,NEPSE,197,140,127,163,3466
2025-03-25,NEPSE,163,194,184,116,8883
2025-03-26,NEPSE,158,205,98,177,10127
