date,symbol,open,high,low,close,volume
2024-10-02,PRVU,195,182,126,149,1924
2024-10-03,PRVU,177,192,111,171,10533
2024-10-04,PRVU,126,195,183,187,8681
2024-10-07,PRVU,190,111,145,193,2846
2024-10-08,PRVU,175,125,182,176,3051
2024-10-09,PRVU,149,161,158,177,1803
2024-10-10,PRVU,192,177,127,183,6688
2024-10-11,PRVU,176,175,140,197,3491
2024-10-14,PRVU,198,190,127,166,2333
2024-10-15,PRVU,140,117,151,116,2418
2024-10-16,PRVU,159,187,130,173,7304
2024-10-17,PRVU,114,120,103,110,2494
2024-10-18,PRVU,169,160,132,187,7926
2024-10-21,PRVU,132,184,139,190,6543
2024-10-22,PRVU,185,134,179,152,3454
2024-10-23,PRVU,100,179,95,147,8653
2024-10-24,PRVU,128,179,118,188,7007
2024-10-25,PRVU,188,207,170,193,2919
2024-10-28,PRVU,176,132,179,168,5999
2024-10-29,PRVU,137,125,173,162,3032
2024-10-30,PRVU,114,146,149,106,7285
2024-10-31,PRVU,181,169,127,188,10486
2024-11-01,PRVU,129,196,92,120,9185
2024-11-04,PRVU,123,114,90,147,6966
2024-11-05,PRVU,198,123,144,197,3394
2024-11-06,PRVU,120,131,188,117,7180
2024-11-07,PRVU,113,161,95,113,6812
2024-11-08,PRVU,130,138,114,201,10198
2024-11-11,PRVU,158,111,156,187,2626
2024-11-12,PRVU,175,196,159,186,2148
2024-11-13,PRVU,198,169,106,114,7418
2024-11-14,PRVU,105,118,115,172,9595
2024-11-15,PRVU,167,130,185,194,7151
2024-11-18,PRVU,168,187,101,146,8821
2024-11-19,PRVU,166,179,140,197,5803
2024-11-20,PRVU,166,136,172,148,4419
2024-11-21,PRVU,103,193,90,113,8498
2024-11-22,PRVU,127,155,107,124,4945
2024-11-25,PRVU,124,158,117,148,5160
2024-11-26,PRVU,153,165,98,112,2825
2024-11-27,PRVU,114,166,154,157,6033
2024-11-28,PRVU,101,147,179,203,9659
2024-11-29,PRVU,186,158,94,168,9543
2024-12-02,PRVU,135,172,162,107,1382
2024-12-03,PRVU,109,118,98,123,9053
2024-12-04,PRVU,179,138,118,121,3553
2024-12-05,PRVU,103,209,117,141,1905
2024-12-06,PRVU,122,181,188,113,9766
2024-12-09,PRVU,192,175,182,134,10170
2024-12-10,PRVU,124,119,114,190,3661
2024-12-11,PRVU,114,196,155,162,5083
2024-12-12,PRVU,189,145,176,166,8255
2024-12-13,PRVU,189,155,136,139,4731
2024-12-16,PRVU,182,162,173,156,6335
2024-12-17,PRVU,143,132,167,143,2686
2024-12-18,PRVU,193,201,136,181,4158
2024-12-19,PRVU,169,186,136,156,10450
2024-12-20,PRVU,146,199,185,180,10806
2024-12-23,PRVU,182,147,172,120,3573
2024-12-24,PRVU,177,194,144,153,7997
2024-12-25,PRVU,150,198,172,194,8401
2024-12-26,PRVU,134,130,170,176,10426
2024-12-27,PRVU,106,138,166,120,7984
2024-12-30,PRVU,152,165,165,105,10095
2024-12-31,PRVU,131,176,184,149,9126
2025-01-01,PRVU,130,184,140,120,1318
2025-01-02,PRVU,105,203,92,141,3766
2025-01-03,PRVU,187,204,169,183,3530
2025-01-06,PRVU,128,134,102,114,10383
2025-01-07,PRVU,198,158,144,188,10872
2025-01-08,PRVU,194,130,183,183,8779
2025-01-09,PRVU,141,126,105,137,1055
2025-01-10,PRVU,175,188,99,168,1602
2025-01-13,PRVU,174,146,112,203,10224
2025-01-14,PRVU,199,158,100,202,4274
2025-01-15,PRVU,115,157,91,107,5209
2025-01-16,PRVU,148,145,182,126,3878
2025-01-17,PRVU,145,141,156,118,1649
2025-01-20,PRVU,107,124,151,109,1170
2025-01-21,PRVU,132,175,132,199,4791
2025-01-22,PRVU,140,159,114,144,3832
2025-01-23,PRVU,145,159,126,164,7392
2025-01-24,PRVU,181,115,124,137,3992
2025-01-27,PRVU,190,185,160,164,9686
2025-01-28,PRVU,131,155,184,189,3045
2025-01-29,PRVU,110,191,138,109,4199
2025-01-30,PRVU,140,112,142,144,7832
2025-01-31,PRVU,150,184,164,148,6248
2025-02-03,PRVU,143,190,148,122,6773
2025-02-04,PRVU,175,162,138,169,5522
2025-02-05,PRVU,101,171,177,139,9585
2025-02-06,PRVU,171,129,180,178,3970
2025-02-07,PRVU,128,204,115,137,9244
2025-02-10,PRVU,183,130,117,166,8447
2025-02-11,PRVU,101,197,111,133,4251
2025-02-12,PRVU,126,183,147,174,1754
2025-02-13,PRVU,162,145,155,122,5644
2025-02-14,PRVU,188,129,123,105,6966
2025-02-17,PRVU,126,148,129,106,6794
2025-02-18,PRVU,187,170,144,170,4448
2025-02-19,PRVU,189,118,99,204,3570
2025-02-20,PRVU,149,191,119,184,4041
2025-02-21,PRVU,189,204,174,164,1508
2025-02-24,PRVU,166,194,188,156,3198
2025-02-25,PRVU,112,200,174,201,6710
2025-02-26,PRVU,165,174,110,113,4227
2025-02-27,PRVU,143,179,108,193,7743
2025-02-28,PRVU,181,135,178,114,1994
2025-03-03,PRVU,191,132,107,204,8896
2025-03-04,PRVU,167,112,168,203,3862
2025-03-05,PRVU,177,185,95,178,8558
2025-03-06,PRVU,143,122,108,108,9190
2025-03-07,PRVU,130,207,155,189,7843
2025-03-10,PRVU,171,187,98,112,5267
2025-03-11,PRVU,128,168,188,199,9496
2025-03-12,PRVU,164,166,116,173,9371
2025-03-13,PRVU,141,209,102,114,9282
2025-03-14,PRVU,165,163,157,130,5850
2025-03-17,PRVU,147,178,148,108,2735
2025-03-18,PRVU,112,127,182,187,7723
2025-03-19,PRVU,164,195,188,196,2951
2025-03-20,PRVU,149,189,177,155,6345
2025-03-21,PRVU,111,181,114,125,4568
2025-03-24,PRVU,149,131,135,203,2665
2025-03-25,PRVU,140,123,169,130,8207
2025-03-26,PRVU,169,124,170,133,4950
