date,symbol,open,high,low,close,volume
2024-07-01,NICA,118,209,99,191,1378
2024-07-02,NICA,166,123,177,149,3659
2024-07-03,NICA,106,206,145,177,8032
2024-07-04,NICA,165,144,157,196,9820
2024-07-05,NICA,103,120,139,139,1467
2024-07-08,NICA,109,115,126,182,9492
2024-07-09,NICA,194,120,144,202,8256
2024-07-10,NICA,118,147,109,140,1877
2024-07-11,NICA,115,154,102,116,8558
2024-07-12,NICA,100,135,94,150,7790
2024-07-15,NICA,174,135,188,175,1315
2024-07-16,NICA,169,163,104,174,7822
2024-07-17,NICA,117,142,120,176,5334
2024-07-18,NICA,122,134,146,177,4224
2024-07-19,NICA,147,173,127,149,8775
2024-07-22,NICA,192,125,185,199,2753
2024-07-23,NICA,107,151,173,132,4762
2024-07-24,NICA,188,206,136,110,5375
2024-07-25,NICA,186,204,119,195,9631
2024-07-26,NICA,122,173,158,111,1043
2024-07-29,NICA,154,118,96,142,2507
2024-07-30,NICA,132,193,185,181,4328
2024-07-31,NICA,123,113,162,144,1307
2024-08-01,NICA,151,160,163,107,7386
2024-08-02,NICA,168,191,110,111,8850
2024-08-05,NICA,144,198,158,169,6226
2024-08-06,NICA,112,142,136,154,1961
2024-08-07,NICA,113,146,163,121,7640
2024-08-08,NICA,161,182,184,183,1286
2024-08-09,NICA,174,209,187,195,5345
2024-08-12,NICA,109,161,124,110,8945
2024-08-13,NICA,132,209,154,191,2398
2024-08-14,NICA,191,198,96,177,6264
2024-08-15,NICA,110,184,116,159,9187
2024-08-16,NICA,144,201,178,177,10124
2024-08-19,NICA,175,198,182,112,9269
2024-08-20,NICA,169,119,162,186,10790
2024-08-21,NICA,188,113,119,131,8475
2024-08-22,NICA,180,111,118,128,8768
2024-08-23,NICA,181,153,144,155,5018
2024-08-26,NICA,135,114,170,107,3247
2024-08-27,NICA,132,139,136,118,3297
2024-08-28,NICA,172,166,163,176,9144
2024-08-29,NICA,130,158,160,195,4688
2024-08-30,NICA,150,201,106,193,3176
2024-09-02,NICA,161,115,177,202,3039
2024-09-03,NICA,132,189,176,108,8162
2024-09-04,NICA,129,136,180,187,8237
2024-09-05,NICA,104,185,107,175,7316
2024-09-06,NICA,131,181,108,149,4363
2024-09-09,NICA,161,115,153,115,4337
2024-09-10,NICA,121,141,134,119,8114
2024-09-11,NICA,195,203,98,111,4550
2024-09-12,NICA,174,133,140,123,1727
2024-09-13,NICA,175,206,97,177,3812
2024-09-16,NICA,165,192,143,158,2858
2024-09-17,NICA,133,157,132,121,6010
2024-09-18,NICA,162,121,154,119,10456
2024-09-19,NICA,151,156,169,149,6821
2024-09-20,NICA,113,112,126,159,7042
2024-09-23,NICA,136,139,165,190,7706
2024-09-24,NICA,174,182,178,152,3334
2024-09-25,NICA,107,129,98,154,6757
2024-09-26,NICA,177,114,145,106,2685
2024-09-27,NICA,114,176,106,191,3135
2024-09-30,NICA,150,162,115,133,1435
2024-10-01,NICA,161,119,182,123,1764
2024-10-02,NICA,117,199,170,184,3594
2024-10-03,NICA,171,147,179,153,5243
2024-10-04,NICA,123,148,107,155,3737
2024-10-07,NICA,151,204,95,128,3091
2024-10-08,NICA,125,199,156,178,6203
2024-10-09,NICA,156,177,104,151,7716
2024-10-10,NICA,103,112,106,201,10036
2024-10-11,NICA,121,145,157,165,5841
2024-10-14,NICA,146,152,139,174,5683
2024-10-15,NICA,167,147,141,177,3411
2024-10-16,NICA,129,178,91,147,1766
2024-10-17,NICA,180,175,168,133,7580
2024-10-18,NICA,148,193,151,193,9034
2024-10-21,NICA,171,161,164,111,3423
2024-10-22,NICA,160,144,98,130,7073
2024-10-23,NICA,124,118,163,123,7962
2024-10-24,NICA,132,180,162,139,3040
2024-10-25,NICA,149,188,112,119,6485
2024-10-28,NICA,184,150,108,183,6674
2024-10-29,NICA,123,130,144,116,9103
2024-10-30,NICA,133,184,161,123,4854
2024-10-31,NICA,112,162,149,136,4645
2024-11-01,NICA,194,208,110,190,6427
2024-11-04,NICA,177,156,128,132,7003
2024-11-05,NICA,137,171,180,201,5368
2024-11-06,NICA,114,190,151,165,1103
2024-11-07,NICA,129,198,115,162,7570
2024-11-08,NICA,173,135,146,144,2167
2024-11-11,NICA,162,122,113,175,7675
2024-11-12,NICA,148,140,159,164,8097
2024-11-13,NICA,197,148,187,139,8712
2024-11-14,NICA,116,169,98,147,9305
2024-11-15,NICA,114,190,139,105,4618
2024-11-18,NICA,176,204,140,117,7114
2024-11-19,NICA,149,118,181,178,3130
2024-11-20,NICA,112,141,171,204,5422
2024-11-21,NICA,140,189,151,169,6047
2024-11-22,NICA,143,202,157,136,2775
2024-11-25,NICA,187,168,155,162,8932
2024-11-26,NICA,113,163,174,177,5156
2024-11-27,NICA,157,191,153,167,5439
2024-11-28,NICA,160,135,147,142,1188
2024-11-29,NICA,161,154,155,121,8771
2024-12-02,NICA,156,122,157,169,5666
2024-12-03,NICA,159,204,100,158,9979
2024-12-04,NICA,130,194,111,117,5498
2024-12-05,NICA,110,117,136,177,3696
2024-12-06,NICA,129,188,154,123,3621
2024-12-09,NICA,127,171,176,133,10381
2024-12-10,NICA,148,181,154,201,10602
2024-12-11,NICA,118,136,106,163,6739
2024-12-12,NICA,197,156,94,164,5028
2024-12-13,NICA,105,207,105,150,10778
2024-12-16,NICA,115,174,162,203,5931
2024-12-17,NICA,139,186,113,140,1420
2024-12-18,NICA,173,113,172,152,2568
2024-12-19,NICA,165,202,161,146,10310
2024-12-20,NICA,179,183,156,201,3102
2024-12-23,NICA,128,209,184,183,7704
2024-12-24,NICA,111,183,176,164,1944
2024-12-25,NICA,154,173,134,135,3024
2024-12-26,NICA,105,178,168,202,5550
2024-12-27,NICA,106,158,166,177,5355
2024-12-30,NICA,139,208,143,162,10353
2024-12-31,NICA,114,190,144,127,6459
2025-01-01,NICA,107,161,138,130,7256
2025-01-02,NICA,173,110,148,142,3726
2025-01-03,NICA,103,206,119,180,8526
2025-01-06,NICA,157,153,183,196,6297
2025-01-07,NICA,166,177,186,201,4911
2025-01-08,NICA,172,111,103,168,7676
2025-01-09,NICA,116,147,149,177,10715
2025-01-10,NICA,187,133,102,120,7621
2025-01-13,NICA,116,175,101,143,7389
2025-01-14,NICA,119,180,143,183,8518
2025-01-15,NICA,176,158,181,144,9261
2025-01-16,NICA,116,197,177,125,8411
2025-01-17,NICA,186,111,164,129,1276
2025-01-20,NICA,117,164,110,173,6810
2025-01-21,NICA,153,209,148,123,5737
2025-01-22,NICA,142,187,122,127,4853
2025-01-23,NICA,113,194,123,132,6948
2025-01-24,NICA,122,173,178,156,8751
2025-01-27,NICA,177,188,118,151,6375
2025-01-28,NICA,145,149,106,164,6409
2025-01-29,NICA,162,161,150,146,10173
2025-01-30,NICA,172,161,169,193,10005
2025-01-31,NICA,183,193,146,157,7022
2025-02-03,NICA,127,177,178,106,6310
2025-02-04,NICA,148,112,124,182,8425
2025-02-05,NICA,154,149,102,136,10754
2025-02-06,NICA,115,167,143,165,10941
2025-02-07,NICA,120,130,146,165,10575
2025-02-10,NICA,137,197,107,201,4128
2025-02-11,NICA,189,190,101,190,3754
2025-02-12,NICA,129,182,173,120,1911
2025-02-13,NICA,127,122,133,145,7360
2025-02-14,NICA,159,150,121,110,8966
2025-02-17,NICA,103,207,102,183,5254
2025-02-18,NICA,189,157,110,174,10977
2025-02-19,NICA,143,126,130,114,8846
2025-02-20,NICA,197,206,126,120,9776
2025-02-21,NICA,157,126,132,140,1841
2025-02-24,NICA,168,153,157,181,4548
2025-02-25,NICA,143,193,115,180,4778
2025-02-26,NICA,116,177,116,198,2888
2025-02-27,NICA,174,120,100,154,8400
2025-02-28,NICA,116,140,138,126,9427
2025-03-03,NICA,175,203,119,187,5143
2025-03-04,NICA,180,177,117,144,9584
2025-03-05,NICA,162,128,106,150,10809
2025-03-06,NICA,127,124,140,142,3858
2025-03-07,NICA,172,189,174,199,10403
2025-03-10,NICA,145,159,175,150,3702
2025-03-11,NICA,185,178,160,124,7007
2025-03-12,NICA,107,148,107,121,10724
2025-03-13,NICA,105,184,140,138,2772
2025-03-14,NICA,171,207,120,140,5712
2025-03-17,NICA,143,206,184,105,2796
2025-03-18,NICA,103,205,167,146,8217
2025-03-19,NICA,161,165,164,187,10075
2025-03-20,NICA,140,176,179,138,3317
2025-03-21,NICA,153,124,176,187,10824
2025-03-24,NICA,159,156,163,169,2665
2025-03-25,NICA,105,204,159,129,4106
2025-03-26,NICA,129,184,154,127,10466
