date,symbol,open,high,low,close,volume
2024-06-05,ADBL,108,201,98,160,7233
2024-06-06,ADBL,143,194,101,198,5640
2024-06-07,ADBL,151,202,153,195,10056
2024-06-10,ADBL,116,145,171,170,6707
2024-06-11,ADBL,196,147,146,182,5921
2024-06-12,ADBL,148,124,109,153,3129
2024-06-13,ADBL,106,206,188,148,3404
2024-06-14,ADBL,183,119,153,124,5963
2024-06-17,ADBL,146,132,101,151,2455
2024-06-18,ADBL,111,151,126,151,2138
2024-06-19,ADBL,144,172,138,115,8616
2024-06-20,ADBL,171,209,148,107,8768
2024-06-21,ADBL,142,155,154,146,1569
2024-06-24,ADBL,130,162,96,135,10306
2024-06-25,ADBL,114,117,151,132,4050
2024-06-26,ADBL,185,209,120,154,2099
2024-06-27,ADBL,146,176,140,105,3232
2024-06-28,ADBL,190,139,140,160,7208
2024-07-01,ADBL,102,166,170,192,10181
2024-07-02,ADBL,181,195,186,180,2853
2024-07-03,ADBL,124,205,134,176,7260
2024-07-04,ADBL,161,189,186,139,3360
2024-07-05,ADBL,185,157,90,114,3830
2024-07-08,ADBL,183,151,162,149,10912
2024-07-09,ADBL,188,198,97,178,3223
2024-07-10,ADBL,114,184,162,183,10462
2024-07-11,ADBL,166,153,189,126,2708
2024-07-12,ADBL,122,209,101,146,5848
2024-07-15,ADBL,165,158,144,141,6119
2024-07-16,ADBL,162,135,148,161,10516
2024-07-17,ADBL,104,162,158,203,1866
2024-07-18,ADBL,142,136,108,113,1398
2024-07-19,ADBL,156,141,130,165,5966
2024-07-22,ADBL,154,159,168,174,10444
2024-07-23,ADBL,185,197,171,132,5280
2024-07-24,ADBL,170,174,126,204,8994
2024-07-25,ADBL,104,127,170,135,2579
2024-07-26,ADBL,164,164,181,199,7928
2024-07-29,ADBL,175,149,91,178,10542
2024-07-30,ADBL,155,146,128,194,7838
2024-07-31,ADBL,146,186,180,156,6897
2024-08-01,ADBL,115,154,145,129,9244
2024-08-02,ADBL,175,114,183,136,2257
2024-08-05,ADBL,129,138,108,128,3421
2024-08-06,ADBL,120,203,157,189,10798
2024-08-07,ADBL,189,167,152,138,2419
2024-08-08,ADBL,165,181,135,170,5280
2024-08-09,ADBL,193,173,132,133,5768
2024-08-12,ADBL,144,144,109,135,9214
2024-08-13,ADBL,109,143,187,116,10326
2024-08-14,ADBL,136,181,122,121,8111
2024-08-15,ADBL,110,193,137,165,5814
2024-08-16,ADBL,191,198,180,190,3840
2024-08-19,ADBL,158,155,112,196,9573
2024-08-20,ADBL,165,169,168,153,1575
2024-08-21,ADBL,167,130,177,139,3146
2024-08-22,ADBL,187,175,98,117,7560
2024-08-23,ADBL,152,120,132,122,8269
2024-08-26,ADBL,107,209,124,122,3706
2024-08-27,ADBL,105,156,184,118,7911
2024-08-28,ADBL,175,125,104,188,10662
2024-08-29,ADBL,189,185,166,175,3720
2024-08-30,ADBL,108,175,143,107,2725
2024-09-02,ADBL,102,156,156,107,2736
2024-09-03,ADBL,194,202,170,135,4997
2024-09-04,ADBL,191,183,164,190,9861
2024-09-05,ADBL,179,177,93,201,5721
2024-09-06,ADBL,162,132,137,106,6912
2024-09-09,ADBL,196,144,98,153,1116
2024-09-10,ADBL,146,190,173,165,7239
2024-09-11,ADBL,115,173,174,176,9315
2024-09-12,ADBL,107,136,161,172,2219
2024-09-13,ADBL,194,187,185,144,10677
2024-09-16,ADBL,138,206,135,186,3320
2024-09-17,ADBL,132,172,147,180,1853
2024-09-18,ADBL,140,130,141,161,6978
2024-09-19,ADBL,192,138,132,123,6996
2024-09-20,ADBL,132,186,117,174,3174
2024-09-23,ADBL,191,150,105,129,10639
2024-09-24,ADBL,181,121,101,107,2370
2024-09-25,ADBL,132,157,166,134,9619
2024-09-26,ADBL,150,188,140,173,4638
2024-09-27,ADBL,120,157,100,191,4194
2024-09-30,ADBL,126,206,174,108,7871
2024-10-01,ADBL,194,130,151,178,1306
2024-10-02,ADBL,136,202,164,141,9558
2024-10-03,ADBL,147,207,142,203,1438
2024-10-04,ADBL,149,181,183,132,4170
2024-10-07,ADBL,131,134,91,135,10511
2024-10-08,ADBL,144,168,147,156,9283
2024-10-09,ADBL,110,191,180,201,2156
2024-10-10,ADBL,148,126,137,109,8545
2024-10-11,ADBL,111,199,106,105,6514
2024-10-14,ADBL,109,111,137,150,6078
2024-10-15,ADBL,176,114,162,196,5715
2024-10-16,ADBL,138,132,126,112,7889
2024-10-17,ADBL,116,171,125,126,10495
2024-10-18,ADBL,187,111,110,143,6206
2024-10-21,ADBL,188,177,92,126,7214
2024-10-22,ADBL,145,123,162,199,7489
2024-10-23,ADBL,132,126,144,164,4154
2024-10-24,ADBL,193,198,118,182,3592
2024-10-25,ADBL,159,127,91,122,6627
2024-10-28,ADBL,118,150,121,117,7053
2024-10-29,ADBL,131,205,171,151,9861
2024-10-30,ADBL,108,172,152,133,1430
2024-10-31,ADBL,132,209,184,146,10489
2024-11-01,ADBL,119,144,169,157,7377
2024-11-04,ADBL,114,146,179,127,10690
2024-11-05,ADBL,120,165,158,131,6615
2024-11-06,ADBL,174,126,95,151,7568
2024-11-07,ADBL,195,120,111,157,8020
2024-11-08,ADBL,115,133,180,178,1352
2024-11-11,ADBL,105,195,171,199,7441
2024-11-12,ADBL,165,155,102,201,3418
2024-11-13,ADBL,139,199,106,161,1752
2024-11-14,ADBL,141,189,171,107,4583
2024-11-15,ADBL,117,146,135,179,2013
2024-11-18,ADBL,102,121,97,204,8506
2024-11-19,ADBL,171,132,172,193,2644
2024-11-20,ADBL,160,192,107,118,10183
2024-11-21,ADBL,169,201,97,163,8979
2024-11-22,ADBL,104,195,112,125,7337
2024-11-25,ADBL,185,137,169,143,6781
2024-11-26,ADBL,188,194,165,159,2876
2024-11-27,ADBL,115,145,94,121,4672
2024-11-28,ADBL,180,135,178,122,1127
2024-11-29,ADBL,170,146,118,162,3148
2024-12-02,ADBL,117,137,120,110,8210
2024-12-03,ADBL,128,158,135,158,3935
2024-12-04,ADBL,184,159,156,195,7113
2024-12-05,ADBL,141,133,124,119,4197
2024-12-06,ADBL,136,188,188,110,7054
2024-12-09,ADBL,195,206,137,107,4905
2024-12-10,ADBL,117,149,136,189,8547
2024-12-11,ADBL,185,135,160,135,7058
2024-12-12,ADBL,173,170,126,112,9465
2024-12-13,ADBL,106,129,132,110,7287
2024-12-16,ADBL,134,161,95,194,9321
2024-12-17,ADBL,199,195,166,121,4955
2024-12-18,ADBL,164,137,150,117,9521
2024-12-19,ADBL,117,203,186,196,3383
2024-12-20,ADBL,170,174,102,177,1242
2024-12-23,ADBL,159,124,101,140,7044
2024-12-24,ADBL,107,133,140,118,9975
2024-12-25,ADBL,101,149,181,140,3243
2024-12-26,ADBL,168,118,181,130,1523
2024-12-27,ADBL,120,156,172,143,9940
2024-12-30,ADBL,198,132,178,158,8826
2024-12-31,ADBL,116,205,117,112,5115
2025-01-01,ADBL,174,145,124,106,6534
2025-01-02,ADBL,113,178,163,107,9373
2025-01-03,ADBL,184,122,115,203,2952
2025-01-06,ADBL,108,114,139,199,2988
2025-01-07,ADBL,180,134,150,163,10611
2025-01-08,ADBL,104,139,145,195,6645
2025-01-09,ADBL,198,200,104,138,9233
2025-01-10,ADBL,140,195,119,161,10732
2025-01-13,ADBL,139,174,137,147,10707
2025-01-14,ADBL,156,127,135,169,7179
2025-01-15,ADBL,168,143,116,127,9469
2025-01-16,ADBL,130,143,119,129,6740
2025-01-17,ADBL,162,181,187,139,6889
2025-01-20,ADBL,166,194,119,142,10541
2025-01-21,ADBL,153,143,161,124,3626
2025-01-22,ADBL,191,172,129,165,8035
2025-01-23,ADBL,171,113,162,154,10476
2025-01-24,ADBL,180,130,139,204,3975
2025-01-27,ADBL,115,114,122,142,2165
2025-01-28,ADBL,108,209,165,172,8024
2025-01-29,ADBL,127,163,129,128,1919
2025-01-30,ADBL,113,203,91,168,2348
2025-01-31,ADBL,186,191,121,179,2601
2025-02-03,ADBL,101,205,121,163,9331
2025-02-04,ADBL,139,138,159,118,5876
2025-02-05,ADBL,165,203,179,154,7303
2025-02-06,ADBL,195,161,165,194,7796
2025-02-07,ADBL,137,191,173,125,3159
2025-02-10,ADBL,167,186,94,171,7137
2025-02-11,ADBL,124,126,122,155,2216
2025-02-12,ADBL,100,157,121,140,9867
2025-02-13,ADBL,149,125,155,115,10326
2025-02-14,ADBL,182,183,116,137,1957
2025-02-17,ADBL,120,113,106,140,8453
2025-02-18,ADBL,184,202,114,174,4197
2025-02-19,ADBL,126,186,160,154,3847
2025-02-20,ADBL,169,168,146,160,2629
2025-02-21,ADBL,128,179,163,146,3297
2025-02-24,ADBL,196,197,187,119,3527
2025-02-25,ADBL,129,196,181,113,9883
2025-02-26,ADBL,139,124,127,168,8856
2025-02-27,ADBL,196,133,170,120,3173
2025-02-28,ADBL,148,136,99,193,3561
2025-03-03,ADBL,169,145,123,181,3475
2025-03-04,ADBL,165,139,110,166,8004
2025-03-05,ADBL,171,124,156,171,9058
2025-03-06,ADBL,152,125,146,136,5957
2025-03-07,ADBL,172,197,167,107,1696
2025-03-10,ADBL,125,165,141,169,3966
2025-03-11,ADBL,155,148,144,179,3789
2025-03-12,ADBL,116,163,157,116,5229
2025-03-13,ADBL,126,147,96,105,10626
2025-03-14,ADBL,162,114,175,191,6529
2025-03-17,ADBL,186,207,97,184,7609
2025-03-18,ADBL,190,130,103,154,2872
2025-03-19,ADBL,130,172,106,155,6766
2025-03-20,ADBL,162,135,126,148,2426
2025-03-21,ADBL,165,123,186,141,10748
2025-03-24,ADBL,136,194,128,163,6177
2025-03-25,ADBL,110,186,138,169,6046
2025-03-26,ADBL,151,124,115,149,1184
